target_contact,receiver_contact,source_contact,value,unit
6,8,4,0.017101295326819622,dimensionless
6,8,5,0.18775735703219193,dimensionless
6,8,6,-0.0021759588126002965,dimensionless
6,8,7,0.13243361479157142,dimensionless
6,8,8,0.06212120984055956,dimensionless
6,8,9,0.0029186080882469432,dimensionless
6,9,1,-0.0002883702528306712,dimensionless
6,9,2,-0.00031791548814998197,dimensionless
6,9,3,-0.0002305735260239078,dimensionless
6,9,4,-5.55604808672998e-5,dimensionless
6,9,5,-0.00015910594403777147,dimensionless
6,9,6,0.005056661011900319,dimensionless
6,9,7,-0.0006908265804105253,dimensionless
6,9,8,-0.0001911062722308571,dimensionless
6,9,9,-0.005240740005893088,dimensionless
7,1,1,0.012297966552160602,dimensionless
7,1,2,0.05750379345899287,dimensionless
7,1,3,-0.04237830137247924,dimensionless
7,1,4,0.004854966221988492,dimensionless
7,1,5,0.02898650051113623,dimensionless
7,1,6,-0.031429378137815725,dimensionless
7,1,7,0.03387412457698394,dimensionless
7,1,8,0.047117533500005304,dimensionless
7,1,9,-0.032623116033773894,dimensionless
7,2,1,-0.022869106361923006,dimensionless
7,2,2,-0.09925625825264583,dimensionless
7,2,3,0.09639026039261532,dimensionless
7,2,4,0.0009948991725522945,dimensionless
7,2,5,-0.048669862704128125,dimensionless
7,2,6,0.04031142007101347,dimensionless
7,2,7,0.019960578713425714,dimensionless
7,2,8,-0.07882863782778253,dimensionless
7,2,9,-0.01979407976670305,dimensionless
7,3,1,-0.041076176639248126,dimensionless
7,3,2,-0.1878812953659645,dimensionless
7,3,3,0.1937007475199006,dimensionless
7,3,4,-0.004528218393191863,dimensionless
7,3,5,-0.09276458685448657,dimensionless
7,3,6,0.21587450197246177,dimensionless
7,3,7,0.021804813202190153,dimensionless
7,3,8,-0.08855191153327764,dimensionless
7,3,9,-0.02393774181734739,dimensionless
7,4,1,-0.006605666116065369,dimensionless
7,4,2,-0.02671724811114649,dimensionless
7,4,3,0.05059555661213553,dimensionless
7,4,4,0.005771820568051493,dimensionless
7,4,5,-0.012169808927669588,dimensionless
7,4,6,0.05741600778051881,dimensionless
7,4,7,0.024000784774745713,dimensionless
7,4,8,0.012639143987553276,dimensionless
7,4,9,-0.023605879884348563,dimensionless
7,5,1,0.009705655107162503,dimensionless
7,5,2,0.04604333036376787,dimensionless
7,5,3,-0.022861842088706237,dimensionless
7,5,4,0.006290721868073761,dimensionless
7,5,5,0.023876570589338796,dimensionless
7,5,6,-0.0009063596082705354,dimensionless
7,5,7,0.06239023843562864,dimensionless
7,5,8,0.05231509419403635,dimensionless
7,5,9,-0.06104270951806971,dimensionless
7,6,1,-0.015791305783808027,dimensionless
7,6,2,-0.07404450309403261,dimensionless
7,6,3,0.0210181605756716,dimensionless
7,6,4,-0.011985936992916063,dimensionless
7,6,5,-0.038710298858192015,dimensionless
7,6,6,-0.04576465549001425,dimensionless
7,6,7,0.041015944767389456,dimensionless
7,6,8,-0.11506098920801178,dimensionless
7,6,9,-0.04149456569094722,dimensionless
7,7,1,6.848091562647223e-5,dimensionless
7,7,2,0.0002717124698786541,dimensionless
7,7,3,-0.0009636228821580271,dimensionless
7,7,4,-0.00014404585358516263,dimensionless
7,7,5,0.00010027879337016505,dimensionless
7,7,6,-0.0017723651296910293,dimensionless
7,7,7,9.131658890815673e-5,dimensionless
7,7,8,-0.0009153785347466404,dimensionless
7,7,9,0.0028852137351886983,dimensionless
7,8,1,-0.008380845923676444,dimensionless
7,8,2,-0.040864826617541226,dimensionless
7,8,3,-0.007645395377412394,dimensionless
7,8,4,-0.011184968342348897,dimensionless
7,8,5,-0.022165509200987282,dimensionless
7,8,6,-0.06182392511587299,dimensionless
7,8,7,0.04589895224249036,dimensionless
7,8,8,-0.09449852598936845,dimensionless
7,8,9,-0.04564053947743038,dimensionless
7,9,1,0.00011473334394946026,dimensionless
7,9,2,0.0006106549108091154,dimensionless
